id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
923195289610212744,Rental unit in Portland · 2 bedrooms · 2 beds · 1 bath,38359,Alison,,Rose City Park,45.538796329371394,-122.60983141884354,Entire home/apt,82,30,0,,,1,362,0,City registration pending
34122118,Boutique hotel in Portland · ★4.87 · 1 bedroom · 1 bed · 1 private bath,1032014,The Society Hotel,,Old Town/Chinatown,45.52408,-122.6725,Hotel room,131,1,30,2022-09-22,0.54,4,187,0,Exempt
974108770045896073,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,445417507,Jason,,Buckman,45.5226453,-122.6623776,Entire home/apt,135,3,2,2023-09-24,0.58,1,240,2,City registration pending
34321950,Rental unit in Portland · ★4.91 · 2 bedrooms · 3 beds · 1 bath,1218855,Suja,,Kerns,45.5294,-122.64256,Entire home/apt,60,1,164,2023-12-09,2.94,7,70,55,Exempt
52419302,Hotel in Portland · 1 bedroom · 2 beds · 1 bath,5615582,RoomPicks,,Parkrose,45.56851,-122.54287,Private room,113,1,1,2022-10-14,0.07,9,358,0,Exempt
797888940999566481,Home in Portland · ★4.90 · 2 bedrooms · 2 beds · 1 bath,118559790,Emily,,Arbor Lodge,45.56698779572954,-122.69416366109735,Entire home/apt,215,3,10,2023-08-07,0.91,1,9,10,City registration pending
218708,Rental unit in Portland · ★4.81 · 1 bedroom · 1 bed · 1 bath,6313800,Margot,,Kerns,45.5236,-122.63458,Entire home/apt,95,1,270,2023-10-19,1.81,4,57,22,Exempt
29685774,Rental unit in Portland · ★4.87 · 1 bedroom · 1 bed · 1 bath,89568523,Lindsay,,Eliot,45.53825,-122.65971,Entire home/apt,104,2,318,2023-11-19,5.18,5,341,45,19-246704-000-00-HO
24287588,Condo in Portland · ★4.17 · 1 bedroom · 1 bed · 1 bath,73175514,Eli,,Arbor Lodge,45.57448,-122.68039,Entire home/apt,72,2,12,2022-09-04,0.18,1,21,0,18-181879-000-00-HO
966731493012568759,Rental unit in Portland · Studio · 1 bed · 1 bath,41852577,Abigail,,Pearl,45.52994594754892,-122.68378615565187,Entire home/apt,49,30,0,,,5,246,0,Exempt
49193906,Rental unit in Portland · ★5.0 · Studio · 1 bed · 1 bath,60624037,Eric,,Lloyd District,45.53436,-122.65656,Entire home/apt,69,30,4,2023-10-12,0.14,2,323,1,
7486149,Home in Portland · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,13531661,Meredith,,Overlook,45.56585199352876,-122.69599279192494,Private room,51,2,218,2023-11-13,2.33,1,89,22,17-237334-000-00-HO
46608476,Guest suite in Portland · ★4.85 · 2 bedrooms · 2 beds · 1 bath,6416589,Adam And Arthur,,Humboldt,45.55469,-122.67633,Entire home/apt,129,1,89,2023-11-17,2.46,6,253,21,14-226769-000-00-HO
48754626,Guest suite in Portland · ★4.98 · 2 bedrooms · 3 beds · 1 bath,6591194,Erin And Nick,,Sunnyside,45.51275,-122.63088,Entire home/apt,134,2,145,2023-11-21,4.35,1,34,49,City registration pending
525395,Bungalow in Portland · ★4.56 · 4 bedrooms · 5 beds · 3 baths,2555917,Thomas,,South Portland,45.47187,-122.67422,Entire home/apt,299,3,71,2023-11-21,0.56,1,347,28,18-262228-000-00-HO
31649731,Guesthouse in Portland · ★4.94 · 1 bedroom · 1 bed · 1 bath,35082631,Eddie And Ann,,Laurelhurst,45.53009,-122.62628,Entire home/apt,157,2,321,2023-11-25,5.47,2,69,56,19-105272-000-00-HO
880823389662096486,Guesthouse in Portland · ★4.85 · 1 bedroom · 1 bed · 1 bath,35575489,Ryanne,,Arbor Lodge,45.56984124311999,-122.69572162742097,Entire home/apt,95,1,13,2023-12-12,1.88,1,251,13,City registration pending
7272984,Guest suite in Portland · ★4.95 · 1 bedroom · 1 bed · 1 bath,38007422,Angela,,Overlook,45.55691599481316,-122.68331714092297,Entire home/apt,73,1,43,2023-11-25,5.89,2,77,43,23-023979-000-00-HO
32402731,Home in Portland · ★4.68 · 2 bedrooms · 3 beds · 1 bath,111643390,Vanessa,,Mt. Scott-Arleta,45.48103,-122.59781,Entire home/apt,72,30,22,2023-06-30,0.38,3,116,2,
47730668,Rental unit in Portland · ★4.31 · 3 bedrooms · 2 beds · 2 baths,1501859,Belinda,,Buckman,45.51449,-122.65334,Entire home/apt,149,30,16,2023-11-25,0.49,1,76,6,City registration pending
43910673,Rental unit in Portland · ★4.88 · 4 bedrooms · 4 beds · 2 baths,190656099,Aaron,,Humboldt,45.5593,-122.66713,Entire home/apt,190,2,253,2023-12-12,6.11,17,355,46,Exempt
846229264348083928,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,1909916,Courtney,,Laurelhurst,45.52230972404349,-122.62959600612353,Entire home/apt,52,30,0,,,2,165,0,
745597825250471185,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,27594832,Nora,,North Tabor,45.52486,-122.60498,Entire home/apt,90,2,8,2023-09-25,0.58,2,5,6,City registration pending
50941469,Guest suite in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,7190217,Ryan,,Mt. Tabor,45.51698,-122.60937,Entire home/apt,80,30,5,2023-07-18,0.32,1,53,4,City registration pending
736192445533725483,Rental unit in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,82014340,Pedro,,Buckman,45.52185,-122.63844,Entire home/apt,79,2,7,2022-12-20,0.49,1,79,1,City registration pending
